#,Company Name,Status,Location,Verified,Where to apply,Roles,Job Type,Industry,Remarks
1941,Phonepe,Hiring,All India, Mumb,,Sana.puri@phonepe.con,Sales,Full-Time,Ecommerce,
1942,Photon Infotech Private Limited,Hiring,Bengaluru,No,httpswww.linkedin.comj,HR Manager,Full-Time,IT Infrastucture,
1943,Photon Infotech Pvt Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,Manager- Human R,Full-Time,IT Infrastucture,
1944,Pick My Solar,Hiring,Hyderabad,No,httpswww.linkedin.comj,Front End Developer,Full-Time,Energy,
1945,Pickyoutrail,Hiring,Chennai,,httpsangel.cocompany,Graphic Designer, S,,Travel & Transportation,
1946,Pidilite Industries Limited,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Assistant Manager- ,Full-Time,Chemicals  Petrochemic,
1947,Pidlite Industries Limited,Hiring,Mumbai,,httpswww.linkedin.comc,Assistant Manager- ,Full-Time,Consumer Goods,
1948,Pierian Services,Hiring,Bengaluru,No,httpswww.linkedin.comj,Compensation & Be,Full-Time,Financial Services,
1949,Piggy,Layoffs,Bengaluru,,,,,Financial Services,
1950,Pilecubes,Hiring,Chennai,No,httpswww.linkedin.comj,Technical Lead UI,Full-Time,Business Software,
1951,Pillir,Hiring,Chennai,No,httpswww.linkedin.comj,Senior Developer - ,Full-Time,Business Software,
1952,Pinnacle Infotech,Hiring,Durgapur,No,httpswww.linkedin.comj,Assistant Manager- ,Full-Time,IT Infrastucture,
1953,Piramal Pharma Solutions,Hiring freeze,,,,,,Healthcare,
1954,Piramal Swasthya,Hiring,Hyderabad,No,httpswww.linkedin.comj,Head Of Human Res,Full-Time,Healthcare,
1955,Pirimid Fintech,Hiring,Ahmedabad,Yes,httpswww.linkedin.comj,Full Stack JavaScript ,Full-Time,Financial Services,
1956,Pitney Bowes,Hiring,Delhi,Yes,httpswww.linkedin.comj,MArketing Automati,Full-Time,IT Infrastructure,
1957,Pivot Roots,Hiring,Mumbai,No,httpswww.linkedin.comj,Manager - Social M,Full-Time,Marketing & Advertising,
1958,Placewell Group,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,AVP  VP - F&A Ope,Full-Time,Telecom,
1959,PlanetSpark,Hiring,Gurugram,,httpsangel.cocompany,Business Developm,Full-Time,Education Tech,Hiring for AVP Marketing, 
1960,Planful,Hiring,Hyderabad,No,httpswww.linkedin.comj,Product Manager,Full-Time,Business Software,
1961,Planify,Hiring,Gurgaon,No,httpswww.linkedin.comj,Java Developer,Full-Time,Information Technology,
1962,Play Game 24x7 Pvt. Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,Marketing Operatio,Full-Time,Marketing & Advertising,
1963,Play Games 24x7 Pvt. Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,Marketing Operatio,Full-Time,Marketing & Advertising,
1964,Play Games24x7 Private Limit,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Associate Marketing,Full-Time,Others,
1965,Play-Well Teknologies,Hiring,Pune,No,httpswww.linkedin.comj,Design Engineer,,Education,
1966,PlaySimple Games,Hiring,Bengaluru,No,httpswww.linkedin.comj,Marketing Analyst,,Media & Entertainment,
1967,Plivo,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Product Man,Full-Time,Information Technology,
1968,Plixto,Hiring,Bengaluru,,httpswww.hirist.comjpli,Chief Technology Of,,,
1969,PloPdo,Hiring,Mumbai,No,httpswww.linkedin.comj,Product Manager,Full-Time,Education,
1970,Plutonix Solutions,Hiring,Bengaluru,No,httpswww.linkedin.comj,IT Security Manager,Full-Time,Recruitment,
1971,Pocket FM,Hiring,Bengaluru,No,httpswww.linkedin.comj,Android Developer,Full-Time,Media & Entertainment,
1972,Pocket Pills,Hiring,Gurgaon,No,httpswww.linkedin.comj,Wordpress  SEO De,Full-Time,Pharmaceutical,
1973,Policy Bazaar,Hiring freeze,India,,,,,Financial Services,
1974,Policy Boss,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Data Enginee,Full-Time,Financial Services,
1975,Polycab,Hiring freeze,India,,,,,Manufacturing,
1976,Polycom,Hiring,Bengaluru,No,httpswww.linkedin.comj,Solutions Integratio,Full-Time,Telecom,
1977,Poplify,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,Human Resources,Internship,Business Software,
1978,PopupGalleria,Hiring,Ahmedabad,Yes,httpswww.linkedin.comj,Developer,Full-Time,Retail,
1979,POPxo,Hiring,Mumbai,No,httpswww.linkedin.comj,Assistant Media Sale,Full-Time,Others,
1980,Position²,Hiring,Bengaluru,No,httpswww.linkedin.comj,Creative Copywriter,Full-Time,Marketing & Advertising,
1981,Postman,Hiring,Bengaluru,,httpswww.postman.com,Software Engineer, E,Full-Time,Productivity Software,
1982,Postman,Hiring,Bengaluru,No,httpswww.linkedin.comj,Engineering Manager,Full-Time,Business Software,
1983,Power School Group LLC,Hiring,Bengaluru,No,httpswww.linkedin.comj,Quality Assurance E,Full-Time,Education,
1984,PowerSchool Group LLC,Hiring,Bengaluru,No,httpswww.linkedin.comj,Lead Engineer,Full-Time,Education,
1985,PPD,Hiring,Bengaluru,No,httpswww.linkedin.comj,Manager- Clinical D,Full-Time,Pharmaceutical,
1986,Practo,Hiring freeze,Bengaluru,,,,,Healthcare,
1987,Pragmatic Play,Hiring,Delhi,No,httpswww.linkedin.comj,Country Manager- I,Full-Time,Business Software,
1988,Praktice.ai,Hiring,Bengaluru,No,httpswww.linkedin.comj,Python Developer,Full-Time,Healthcare,
1989,Pramata,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Manager,,Business Software,
1990,Prateek Group,Hiring,Noida,No,httpswww.linkedin.comj,Sr. Executive corpor,Full-Time,Real Estate,
1991,Praxis Global Alliance,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Associate- Marketin,Full-Time,Marketing & Advertising,
1992,Prayaan Capital,Hiring,Chennai,No,httpswww.linkedin.comj,Project Manager,Full-Time,Financial Services,
1993,Precily Inc,Hiring,Delhi,No,httpswww.linkedin.comj,Machine Learning E,Full-Time,IT Infrastucture,
1994,PredictivEye Inc,Hiring,Gurgaon,No,httpswww.linkedin.comj,API Developer,Full-Time,Business Software,
1995,Premier Ltd,Hiring,Mumbai,No,httpswww.linkedin.comj,Manager Corporate ,,Automotive,
1996,Presto Apps,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Front End Developer,Full-Time,Information Technology,
1997,Pride Circle,Hiring,India,,httpsthepridecircle.com,Sr. Recruiter Recruit,Full-Time,Consulting & Services,
1998,Prim,Hiring,Delhi,No,httpswww.linkedin.comj,Operations Manager,,Marketing & Advertising,
1999,Prima Automoation,Hiring,Pune,No,httpswww.linkedin.comj,HR Manager,Full-Time,Manufacturing,
2000,Principal Global Services,Hiring,Pune,No,httpswww.linkedin.comj,Manager- Operations,Full-Time,Financial Services,
2001,Principal Global Services,Hiring,Pune,No,httpswww.linkedin.comj,Program Manager,Full-Time,Financial Services,
2002,Printview,Hiring,Bhubaneshwar,No,httpswww.linkedin.comj,Wordpress Developer,Full-Time,Others,
2003,Prione (amazon Jv),Hiring,Metro cities,,sumuksg@cloudtail.in, http,Associate Sales,Full-Time,,Hiring for Sales and accoun
2004,Prione Business Services Pvt L,Hiring,Mumbai,No,httpswww.linkedin.comj,Regional Sales Man,Full-Time,Retail,
2005,Pristyn Care,Hiring,Gurugram,No,httpswww.linkedin.comj,Digital marketing Ex,Full-Time,Healthcare,
2006,PRO India,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Implementation Part,Full-Time,Consumer Goods,
2007,ProcMart,Hiring,India, Malaysia,,LinkedIn,,,,
2008,Procter & Gambler,Hiring,Mumbai,No,httpswww.linkedin.comj,Ecommerce Operati,Full-Time,Consumer Goods,
2009,Progcap,Hiring,Delhi,,httpsprogcap.comcareers,Senior Python Devel,Full-Time,Fintech,
2010,Programmers.io,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Full Stack Developer,Full-Time,Business Software,
2011,Programmers.oi,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Full Stack Developer,Full-Time,Business Software,
2012,Progress,Hiring,Bengaluru,No,httpswww.linkedin.comj,Manager- Develope,,Business Software,
2013,PROLIM Solutions India,Hiring,Gurgaon,No,httpswww.linkedin.comj,Staffing Sales Mana,,,
2014,Prometteur Solutions,Hiring,Pune,,httpswww.hirist.comjpr,PrestaShop Develop,,,
2015,Promotehour,Hiring,Remote,No,httpswww.linkedin.comj,SEO & Content Man,Full-Time,Marketing & Advertising,
2016,Proof Analytics – Musqot,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Business Software,
2017,Propkart,Hiring freeze,Bengaluru,,,,,Real Estate,
2018,PropTiger.com,Hiring,Gurgaon,No,httpswww.linkedin.comj,Account ManagerS,Full-Time,Real Estate,
2019,ProTalent,Hiring,Bengaluru,No,httpswww.linkedin.comj,Human Resources A,,,
2020,Protegrity,Hiring,Navi Mumbai,,httpswww.hirist.comjpr,Software Engineer - ,,Business Software,Solutions provider for ente
2021,Provar,Hiring freeze,India,,,,,Business Software,
2022,PSG,Hiring,Mumbai,No,httpswww.linkedin.comj,Product Design Engi,,Engineering,
2023,Psyinnovations India Pvt Ltd,Hiring,Delhi,,httpsapply.workable.com,Software engineers, ,Full-Time,Healthcare,
2024,Publicis Sapient,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Associate- D,Full-Time,,
2025,Publicis.Sapient,Hiring,Gurugram,No,httpswww.linkedin.comj,Manager-Dev Ops, ,Full-Time,Business Software,
2026,Pulse Secure,Hiring,Bengaluru,No,httpswww.linkedin.comj,Python Developer,Full-Time,Information Technology,
2027,Pure EV,Hiring,Sangareddi,Yes,httpswww.linkedin.comj,Mechanical Design ,Full-Time,Automotive,
2028,Pure Storage,Hiring,Bengaluru,No,httpswww.linkedin.comj,Account Executive, S,Full-Time,Business Software,Business is doing well, hirin
2029,Purelogic Labs,Hiring,Delhi,No,httpswww.linkedin.comj,IOS Developer,Full-Time,IT Infrastructure,
2030,Purplle,Hiring,Mumbai,No,httpswww.linkedin.comj,Head of Key Accoun,Full-Time,Retail,
2031,Purplle.com,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Key Account Manag,Full-Time,Information Technology,
2032,PwC India,Hiring,Bengaluru,No,httpswww.linkedin.comj,Associate Director,Full-Time,,
2033,Pythian,Hiring,Delhi,No,httpswww.linkedin.comj,MySQL & Mongo D,Full-Time,IT Infrastructure,
2034,QBRICS Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,UX Designer,Full-Time,IT Infrastucture,
2035,Qcheck,Hiring,Kolkata,No,httpswww.linkedin.comj,Junior Java Developer,Full-Time,Consulting & Services,
2036,QED,Hiring,Kolkata,,anisha@qedlive.com,Content Writer,Full-Time,Marketing & Advertising,
2037,qikfox Cybersecurity Systems,Hiring,Noida,Yes,httpswww.linkedin.comj,Sr. Software Develo,Full-Time,Information Technology,
2038,QpiAI,Hiring,Bengaluru,No,httpswww.linkedin.comj,Data Scientist,Full-Time,Energy,
2039,Quadrangle,Hiring,Gurgaon,No,httpswww.linkedin.comj,Product Manager,,,
2040,Quadrical.ai,Hiring,Gurgaon,No,httpswww.linkedin.comj,Entrepreneur Mana,Full-Time,Business Software,
2041,Quaero,Hiring,Bengaluru,No,httpswww.linkedin.comj,Quality Assurance E,Full-Time,Business Software,
2042,Qualcomm,Hiring,Gurgaon,No,httpswww.linkedin.comj,League Operations ,Full-Time,Others,
2043,Qualitas Global Services LLP,Hiring,Pune,,hrd@qualitasglobal.com, A,1) SEO Analyst 2) Gr,Full-Time,BPO  ITES,
2044,Qualitrix,Hiring,Bengaluru,,httpsqualitrix.comcareers,Project Lead - Testin,Full-Time,Business Software,
2045,Qualys,Hiring,Pune,No,httpswww.linkedin.comj,Product Manager,,Information Technology,
2046,Quantela Inc,Hiring,Hyderabad,No,httpswww.linkedin.comj,Director - Product ,Full-Time,IT Infrastucture,
2047,Quantiphi,Hiring,Mumbai,,httpswww.quantiphi.com,Business Analyst, Da,Full-Time,Information Technology,
2048,Quantitative Trading Company,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Payroll and Benefits ,Full-Time,Financial Services,
2049,Quark Software,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,Senior Digital E-com,Full-Time,Business Software,
2050,Quark Software Inc,Hiring,Chandigarh,No,httpswww.linkedin.comj,Product Manager,,Business Software,
2051,Quark Software Inc.,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,Video Production S,Full-Time,Business Software,
2052,Quay Intech Private Ltd,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,PHP Developer,Full-Time,IT Infrastructure,
2053,Quest software,Hiring,Delhi,Yes,httpswww.linkedin.comj,SW Sales Account ,Full-Time,IT Infrastructure,
2054,Quick Heal,Hiring,Pune,No,httpswww.linkedin.comj,Test Architect,Full-Time,IT Infrastructure,
2055,Quick Ride,Hiring freeze,,,,,,Travel & Transportation,
2056,QuickXpert Infotech,Hiring,Mumbai,No,httpswww.linkedin.comj,Dot Net Developer,Full-Time,,
2057,Quikr India Pvt Ltd,Layoffs,Bengaluru, Delhi,,,,,Retail,
2058,Quint,Hiring freeze,India,,,,,,
2059,Quintype Technologies,Layoffs,Bengaluru,,,,,,
2060,Quokka Labs,Hiring,Noida,No,httpswww.linkedin.comj,Software Developer,,Business Software,
2061,Quolum,Hiring,Bengaluru,No,httpswww.linkedin.comj,Front End Developer,Full-Time,Business Software,
2062,Quolum,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Quality En,Full-Time,Business Software,
2063,Quotient Technology Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,Security Operations ,Full-Time,Business Software,
2064,Quovantis Technologies,Hiring,Delhi,No,httpswww.linkedin.comj,Lead Java Developer,,Business Software,
2065,Qutone Ceramic Pvt Ltd,Hiring,Gurgaon,No,httpswww.linkedin.comj,Manager- Export Sal,Full-Time,Manufacturing,
2066,Qvantel,Hiring,Chennai,No,httpswww.linkedin.comj,User Experience Eng,,,
2067,R Systems,Hiring,Noida,No,httpswww.linkedin.comj,Mulesoft Developer,Full-Time,IT Infrastructure,
2068,Rackspace,Hiring,Gurgaon,No,httpswww.linkedin.comj,Software Developer-II,,,
2069,RADIANT DYNAMICS,Hiring,Gurgaon,No,httpswww.linkedin.comj,Analyst,,Financial Services,
2070,Radio Mirchi,Hiring,Hubbali,No,httpswww.linkedin.comj,Account Manager- ,Full-Time,Media & Entertainment,
2071,Radware Bot Manager,Hiring,Bengaluru,No,httpswww.linkedin.comj,Director of Product ,Full-Time,Information Technology,
2072,Rahi Systems,Hiring,Pune,No,httpswww.linkedin.comj,ERPNext Developer ,Full-Time,Information Technology,
2073,RAILTEL,Hiring,Delhi,No,httpswww.linkedin.comj,Manager- Training,,,
2074,Railyatri,Hiring freeze,India,,,,,Travel & Transportation,
2075,Rainmaker Online Training So,Hiring,Mumbai,No,httpswww.linkedin.comj,Sales Manager,Full-Time,Legal,
2076,Rajesh & Company,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Manager Accounts,Full-Time,Manufacturing,
2077,Rakuten India,Hiring,Bengaluru,No,httpswww.linkedin.comj,Staff Engineer,,,
2078,Ram innovation labs,Hiring,Bengaluru hyder,,raminnovationlabs@gmail.,Asic verification ,rtl ,Full-Time,Information Technology,
2079,Ramboll,Hiring,Gurgaon,No,httpswww.linkedin.comj,Global Mobility Assi,,,
2080,Ramco Industries Ltd,Hiring,Chennai,No,httpswww.linkedin.comj,Product Manager SRP,Full-Time,Manufacturing,
2081,Ramniklal B kothary,Layoffs,(Remote),,,,,Consumer Goods,Layoffs happening because
2082,Rang De,Hiring,Bengaluru,No,httpswww.linkedin.comj,Digital Marketig Int,Full-Time,Marketing & Advertising,
2083,Rapido,Hiring,Bengaluru,No,httpswww.linkedin.comj,Technical Architect, ,Full-Time,Travel & Transportation,Multiple job roles.
2084,Rapyder Cloud Solutions Pvt ,Hiring,Bengaluru,No,httpswww.linkedin.comj,AWS Product Delive,Full-Time,IT Infrastucture,
2085,Rapyuta Robotics,Hiring,Bengaluru,No,httpswww.linkedin.comj,Business Developm,Full-Time,Others,
2086,Rave Technologies,Hiring,Mumbai,No,httpswww.linkedin.comj,Ruby On Rails Devel,Full-Time,Information Technology,
2087,RAW Pressery,Hiring,Mumbai,,httpswww.linkedin.comc,PHP Developer, C# ,Full-Time,Consumer Goods,Hiring for Customer execut
2088,Raymond Apparel Ltd,Hiring freeze,India,,,,,Consumer Goods,
2089,Razorpay,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Communications,
2090,RB,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Head - Direct to Co,Full-Time,Consumer Goods,
2091,RBL Bank,Hiring,Delhi,No,httpswww.linkedin.comj,Assistant relationshi,,Financial Services,
2092,RBS,Hiring,Delhi,No,httpswww.linkedin.comj,Customer servise an,,,
2093,Reach Technologies,Hiring,Delhi,Yes,httpswww.linkedin.comj,Marketing Manager,Full-Time,Marketing & Advertising,
2094,Reach Technology,Hiring,Delhi,Yes,httpswww.linkedin.comj,Marketing Manager,Full-Time,Marketing & Advertising,
2095,Real Page Inc,Hiring,Hyderabad,No,httpswww.linkedin.comj,Developer III,Full-Time,Business Software,
2096,Real World One,Hiring,Bengaluru,No,httpswww.linkedin.comj,VR Programmer,Full-Time,Business Software,
2097,RealMedia,Hiring,Mumbai,No,httpswww.linkedin.comj,Social Media Executi,Full-Time,Marketing & Advertising,
2098,RealPage Inc,Hiring,Hyderabad,No,httpswww.linkedin.comj,Database Developer,Full-Time,Productivity Software,
2099,Recity Network,Hiring,New Delhi,,I am happy to share that R,Digital Marketing M,Full-Time,Communications,
2100,RECITY NETWORK PRIVATE LI,Hiring,PONDICHERRY,,humanresource@recity.in,community manage,Full-Time,Others,
2101,Reckitt Benckiser,Hiring,Gurugram,No,httpswww.linkedin.comj,Head - Direct to Co,Full-Time,Consumer Goods,
2102,Recko Inc,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Technical Product M,Full-Time,Business Software,
2103,Recko.io,Layoffs,BENGALURU,,,,,Business Software,
2104,Recreation Labs,Hiring,Delhi,,httpsrecreationslab.com,Senior Unity Develo,Full-Time,Others,
2105,Recreations Lab,Hiring,Delhi,No,httpswww.linkedin.comj,Unity Developer,Full-Time,Information Technology,
2106,Recruise India Consulting Pvt ,Hiring,Bengaluru,No,httpswww.linkedin.comj,Talent Acquisition M,Full-Time,Recruitment,
2107,Recruiterflow,Hiring,Bengaluru,No,httpswww.linkedin.comj,UI Developer,Full-Time,Business Software,
2108,Red Hat,Hiring,Bengaluru,No,httpswww.linkedin.comj,Business Systems A,Full-Time,Productivity Software,
2109,Redaptive Inc,Hiring,Pune,No,httpswww.linkedin.comj,Salesforce Developer,Full-Time,Energy,
2110,RedBus,Hiring,Bengaluru,No,httpswww.linkedin.comj,Engineering Manager,Full-Time,Travel & Transportation,
2111,Redefine Webs,Hiring,Bengaluru,No,httpswww.linkedin.comj,Lead Design Engineer,,,
2112,Redline Games,Hiring,Mumbai,No,httpswww.linkedin.comj,Unity 3D Developer,Full-Time,Others,
2113,Refinitiv,Hiring,Bengaluru,No,httpswww.linkedin.comj,Trading -Omnesys O,,,
2114,Refinitiv,Hiring,Bengaluru,No,httpswww.linkedin.comj,Lead Workday Confi,Full-Time,Financial Services,
2115,Reflektive,Layoffs,Bengaluru, Calif,,,,,HR Tech,
2116,Reflexis systems,Hiring,Pune,,httpswww.reflexisinc.com,Software Engineers,Full-Time,Consumer Tech,
2117,Regal beloit Corporation,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Revenue Accountan,Full-Time,Business Software,
2118,ReGen Powertech,Hiring,Hyderabad,No,httpswww.linkedin.comj,Sales Business Devel,Full-Time,Energy,
2119,Reinforcement Consultants,Hiring,Bengaluru,No,httpswww.linkedin.comj,Key Account Manager,Full-Time,Business Software,
2120,Relaince Communication,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Executive Manager,Full-Time,IT Infrastructure,
2121,Reliance Jio,Hiring,Mumbai,Bengal,,httpscareers.jio.com,Full Stack Developer,Full-Time,Consumer Tech,
2122,Reliance Nippon Life Insurance,Hiring,Delhi,No,httpswww.linkedin.comj,Agency Recruitment,,Financial Services,
2123,Reliance Retail,Hiring,Mumbai,No,httpswww.linkedin.comj,HR Strategy Manager,Full-Time,Consumer Goods,
2124,Reliance Vision Express Pvt Ltd,Hiring,Hyderabad,No,httpswww.linkedin.comj,Operations Manager,Full-Time,Retail,
2125,Religiate Interactive Brand Co,Hiring,Hyderabad,No,httpswww.linkedin.comj,Junior copywriter,Full-Time,Marketing & Advertising,
2126,Reltio,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Product Man,Full-Time,Productivity Software,
2127,Reltion,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Product Man,Full-Time,Business Software,
2128,RELX,Hiring,Gurgaon,No,httpswww.linkedin.comj,Corporate Sales Acc,Full-Time,IT Infrastucture,
2129,Remote State,Hiring,Noida,No,httpswww.linkedin.comj,Backend Developer,,,
2130,Renesas Electronics,Hiring,Bengaluru,No,httpswww.linkedin.comj,Engineer,Full-Time,Engineering,
2131,RenewBuy,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Python Developer,Full-Time,Financial Services,
2132,RentoMojo.com,Layoffs,Mumbai,,,,,Consumer Services,
2133,Replicon,Hiring,Bengaluru,No,httpswww.linkedin.comj,VP- Marketing,Full-Time,IT Infrastucture,
2134,Republic of Property,Hiring,Noida,No,httpswww.linkedin.comj,Sales Specialist,,Real Estate,
2135,ResBird Technologies Private ,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Software Sr. Softwa,Full-Time,IT Infrastructure,
2136,Resources Global Professionals,Layoffs,Bengaluru,,,,,Consulting & Services,
2137,Retail Solutions Inc,Hiring,Pune,No,httpswww.linkedin.comj,Data Scientist,Full-Time,Business Software,
2138,Retigence Technologies,Hiring,Mumbai,No,httpswww.linkedin.comj,Junior Finance Man,,,
